ZIP,RegionID,SizeRank,RegionType,StateName,State,City,Metro,CountyName,home_value
1001,58196,7440,zip,MA,MA,Agawam,"Springfield, MA",Hampden County,251806.36
1002,58197,3911,zip,MA,MA,Amherst,"Springfield, MA",Hampshire County,391580.68
1005,58200,12819,zip,MA,MA,Barre,"Worcester, MA-CT",Worcester County,293752.74
1007,58201,7715,zip,MA,MA,Belchertown,"Springfield, MA",Hampshire County,346417.19
1008,58202,21871,zip,MA,MA,Blandford,"Springfield, MA",Hampden County,271328.84
1010,58204,13649,zip,MA,MA,Brimfield,"Springfield, MA",Hampden County,323017.05
1011,58205,21296,zip,MA,MA,Chester,"Springfield, MA",Hampden County,223559.86
1012,58206,26662,zip,MA,MA,Chesterfield,"Springfield, MA",Hampshire County,296428.91
1013,58207,5505,zip,MA,MA,Chicopee,"Springfield, MA",Hampden County,234967.49
1020,58209,3639,zip,MA,MA,Chicopee,"Springfield, MA",Hampden County,244165.65
1022,58211,16000,zip,MA,MA,Chicopee,"Springfield, MA",Hampden County,157520.45
1026,58212,22490,zip,MA,MA,Cummington,"Springfield, MA",Hampshire County,309719.78
1027,58213,6926,zip,MA,MA,Easthampton,"Springfield, MA",Hampshire County,320808.44
1028,58214,7300,zip,MA,MA,East Longmeadow,"Springfield, MA",Hampden County,319737.64
1030,58216,8688,zip,MA,MA,Agawam,"Springfield, MA",Hampden County,295078.0
1031,58217,24277,zip,MA,MA,Hardwick,"Worcester, MA-CT",Worcester County,288803.55
1032,58218,26323,zip,MA,MA,Goshen,"Springfield, MA",Hampshire County,280346.08
1033,58219,12255,zip,MA,MA,Granby,"Springfield, MA",Hampshire County,301967.95
1034,58220,18196,zip,MA,MA,Granville,"Springfield, MA",Hampden County,313341.48
1035,58221,12824,zip,MA,MA,Hadley,"Springfield, MA",Hampshire County,405639.48
1036,58222,13379,zip,MA,MA,Hampden,"Springfield, MA",Hampden County,322264.05
1037,58223,26643,zip,MA,MA,Hardwick,"Worcester, MA-CT",Worcester County,335765.32
1038,58224,17925,zip,MA,MA,Hatfield,"Springfield, MA",Hampshire County,386884.93
1039,58225,18503,zip,MA,MA,Whately,"Springfield, MA",Franklin County,359204.78
1040,58226,2077,zip,MA,MA,Holyoke,"Springfield, MA",Hampden County,247168.82
1050,58228,16767,zip,MA,MA,Huntington,"Springfield, MA",Hampshire County,273768.41
1053,58229,20095,zip,MA,MA,Northampton,"Springfield, MA",Hampshire County,341607.7
1054,58230,19653,zip,MA,MA,Leverett,"Springfield, MA",Franklin County,382354.27
1056,58231,5859,zip,MA,MA,Ludlow,"Springfield, MA",Hampden County,273668.22
1057,58232,10731,zip,MA,MA,Monson,"Springfield, MA",Hampden County,306512.52
1060,58234,7261,zip,MA,MA,Northampton,"Springfield, MA",Hampshire County,373778.65
1062,58236,9632,zip,MA,MA,Northampton,"Springfield, MA",Hampshire County,359146.36
1068,58239,20272,zip,MA,MA,Oakham,"Worcester, MA-CT",Worcester County,363153.39
1069,58240,9527,zip,MA,MA,Palmer,"Springfield, MA",Hampden County,244096.15
1070,58241,24637,zip,MA,MA,Plainfield,"Springfield, MA",Hampshire County,280138.75
1071,58242,21281,zip,MA,MA,Russell,"Springfield, MA",Hampden County,257696.76
1072,58243,20708,zip,MA,MA,Shutesbury,"Springfield, MA",Franklin County,320081.22
1073,58244,12227,zip,MA,MA,Southampton,"Springfield, MA",Hampshire County,372362.07
1075,58246,6755,zip,MA,MA,South Hadley,"Springfield, MA",Hampshire County,293640.87
1077,58247,10296,zip,MA,MA,Southwick,"Springfield, MA",Hampden County,305688.86
1080,58249,18927,zip,MA,MA,Palmer,"Springfield, MA",Hampden County,216011.16
1081,58250,19723,zip,MA,MA,Wales,"Springfield, MA",Hampden County,247241.65
1082,58251,8841,zip,MA,MA,Ware,"Springfield, MA",Hampshire County,263572.18
1083,58252,24924,zip,MA,MA,Warren,"Worcester, MA-CT",Worcester County,271805.2
1085,58254,1670,zip,MA,MA,Westfield,"Springfield, MA",Hampden County,282419.59
1089,58257,3928,zip,MA,MA,West Springfield,"Springfield, MA",Hampden County,266365.14
1093,58260,30490,zip,MA,MA,Whately,"Springfield, MA",Franklin County,384881.89
1095,58262,7862,zip,MA,MA,Wilbraham,"Springfield, MA",Hampden County,348588.71
1096,58263,18985,zip,MA,MA,Williamsburg,"Springfield, MA",Hampshire County,325831.19
1098,58265,24059,zip,MA,MA,Worthington,"Springfield, MA",Hampshire County,305934.46
1103,58268,17628,zip,MA,MA,Springfield,"Springfield, MA",Hampden County,79160.6
1104,58269,4738,zip,MA,MA,Springfield,"Springfield, MA",Hampden County,207900.17
1105,58270,8869,zip,MA,MA,Springfield,"Springfield, MA",Hampden County,171138.16
1106,58271,7417,zip,MA,MA,Longmeadow,"Springfield, MA",Hampden County,386791.61
1107,58272,9747,zip,MA,MA,Springfield,"Springfield, MA",Hampden County,223163.26
1108,58273,4460,zip,MA,MA,Springfield,"Springfield, MA",Hampden County,217137.5
1109,58274,3534,zip,MA,MA,Springfield,"Springfield, MA",Hampden County,193347.08
1118,58279,8066,zip,MA,MA,Springfield,"Springfield, MA",Hampden County,234540.21
1119,58280,8234,zip,MA,MA,Springfield,"Springfield, MA",Hampden County,221305.2
1128,58281,15439,zip,MA,MA,Springfield,"Springfield, MA",Hampden County,245249.75
1129,58282,11861,zip,MA,MA,Springfield,"Springfield, MA",Hampden County,228865.81
1151,58287,9977,zip,MA,MA,Springfield,"Springfield, MA",Hampden County,213872.58
1201,58291,1306,zip,MA,MA,Pittsfield,"Pittsfield, MA",Berkshire County,218110.63
1220,58294,10904,zip,MA,MA,Adams,"Pittsfield, MA",Berkshire County,176654.28
1222,58295,25557,zip,MA,MA,Sheffield,"Pittsfield, MA",Berkshire County,306196.84
1223,58296,17094,zip,MA,MA,Becket,"Pittsfield, MA",Berkshire County,278567.46
1225,58298,15831,zip,MA,MA,Cheshire,"Pittsfield, MA",Berkshire County,250791.48
1226,58299,12117,zip,MA,MA,Dalton,"Pittsfield, MA",Berkshire County,246809.68
1230,58302,10618,zip,MA,MA,Great Barrington,"Pittsfield, MA",Berkshire County,445661.61
1235,58303,16821,zip,MA,MA,Hinsdale,"Pittsfield, MA",Berkshire County,268530.03
1236,58304,23408,zip,MA,MA,Great Barrington,"Pittsfield, MA",Berkshire County,456165.12
1237,58305,18503,zip,MA,MA,Lanesboro,"Pittsfield, MA",Berkshire County,269989.93
1238,58306,12366,zip,MA,MA,Lee,"Pittsfield, MA",Berkshire County,303435.08
1240,58307,13140,zip,MA,MA,Lenox,"Pittsfield, MA",Berkshire County,417982.11
1243,58309,30490,zip,MA,MA,Middlefield,"Springfield, MA",Hampshire County,272323.72
1245,58311,20949,zip,MA,MA,Monterey,"Pittsfield, MA",Berkshire County,575538.83
1247,58312,7587,zip,MA,MA,North Adams,"Pittsfield, MA",Berkshire County,179134.8
1253,58314,24243,zip,MA,MA,Otis,"Pittsfield, MA",Berkshire County,361104.72
1254,58315,21551,zip,MA,MA,Richmond,"Pittsfield, MA",Berkshire County,462299.49
1255,58316,23838,zip,MA,MA,Sandisfield,"Pittsfield, MA",Berkshire County,321579.25
1256,58317,24741,zip,MA,MA,Savoy,"Pittsfield, MA",Berkshire County,245593.86
1257,58318,17652,zip,MA,MA,Sheffield,"Pittsfield, MA",Berkshire County,374895.27
1258,58319,22719,zip,MA,MA,Mount Washington,"Pittsfield, MA",Berkshire County,519649.05
1259,58320,24146,zip,MA,MA,Southfield,"Pittsfield, MA",Berkshire County,420530.32
1262,58322,23919,zip,MA,MA,Stockbridge,"Pittsfield, MA",Berkshire County,519759.32
1264,58324,28205,zip,MA,MA,Tyringham,"Pittsfield, MA",Berkshire County,541062.03
1266,58325,19254,zip,MA,MA,West Stockbridge,"Pittsfield, MA",Berkshire County,484400.57
1267,58326,10855,zip,MA,MA,Williamstown,"Pittsfield, MA",Berkshire County,366151.22
1270,58327,23373,zip,MA,MA,Windsor,"Pittsfield, MA",Berkshire County,260488.64
1301,58328,6726,zip,MA,MA,Greenfield,"Springfield, MA",Franklin County,245115.63
1330,58330,21009,zip,MA,MA,Ashfield,"Springfield, MA",Franklin County,319977.84
1331,58331,8265,zip,MA,MA,Athol,"Worcester, MA-CT",Worcester County,243387.96
1337,58332,17631,zip,MA,MA,Bernardston,"Springfield, MA",Franklin County,303235.45
1338,58333,28508,zip,MA,MA,Buckland,"Springfield, MA",Franklin County,281775.61
1339,58334,20013,zip,MA,MA,Hawley,"Springfield, MA",Franklin County,262508.13
1340,58335,19214,zip,MA,MA,Colrain,"Springfield, MA",Franklin County,246311.15
1341,58336,19649,zip,MA,MA,Conway,"Springfield, MA",Franklin County,338387.21
1342,58337,20983,zip,MA,MA,Deerfield,"Springfield, MA",Franklin County,341522.67
1344,58339,20495,zip,MA,MA,Erving,"Springfield, MA",Franklin County,259599.1
1346,58340,29062,zip,MA,MA,Heath,"Springfield, MA",Franklin County,132708.25
1351,58344,18034,zip,MA,MA,Montague,"Springfield, MA",Franklin County,287110.83
1354,58345,19225,zip,MA,MA,Gill,"Springfield, MA",Franklin County,276183.48
1355,58346,21698,zip,MA,MA,New Salem,"Springfield, MA",Franklin County,284897.95
1360,58347,16426,zip,MA,MA,Northfield,"Springfield, MA",Franklin County,283383.12
1364,58348,11140,zip,MA,MA,Orange,"Springfield, MA",Franklin County,230550.12
1366,58349,24027,zip,MA,MA,Petersham,"Worcester, MA-CT",Worcester County,346519.9
1367,58350,25801,zip,MA,MA,Rowe,"Springfield, MA",Franklin County,285199.29
1368,58351,19844,zip,MA,MA,Royalston,"Worcester, MA-CT",Worcester County,286250.53
1370,58352,14983,zip,MA,MA,Shelburne,"Springfield, MA",Franklin County,315706.75
1373,58353,13656,zip,MA,MA,South Deerfield,"Springfield, MA",Franklin County,339525.0
1375,58354,15101,zip,MA,MA,Sunderland,"Springfield, MA",Franklin County,360793.58
1376,58355,13235,zip,MA,MA,Turners Falls,"Springfield, MA",Franklin County,236156.92
1378,58356,23098,zip,MA,MA,Warwick,"Springfield, MA",Franklin County,241701.32
1379,58357,24897,zip,MA,MA,Wendell,"Springfield, MA",Franklin County,222876.04
1420,58359,1655,zip,MA,MA,Fitchburg,"Worcester, MA-CT",Worcester County,283719.73
1430,58360,12454,zip,MA,MA,Ashburnham,"Worcester, MA-CT",Worcester County,338999.86
1431,58361,15879,zip,MA,MA,Ashby,"Boston-Cambridge-Newton, MA-NH",Middlesex County,363142.23
1432,58362,10911,zip,MA,MA,Ayer,"Boston-Cambridge-Newton, MA-NH",Middlesex County,418358.62
1434,58363,17565,zip,MA,MA,Devens,"Worcester, MA-CT",Worcester County,401208.36
1436,58364,15755,zip,MA,MA,Baldwinville,"Worcester, MA-CT",Worcester County,292729.33
1440,58366,5793,zip,MA,MA,Gardner,"Worcester, MA-CT",Worcester County,263455.88
1450,58368,9327,zip,MA,MA,Groton,"Boston-Cambridge-Newton, MA-NH",Middlesex County,579124.52
1451,58369,12335,zip,MA,MA,Harvard,"Worcester, MA-CT",Worcester County,686981.37
1452,58370,13891,zip,MA,MA,Hubbardston,"Worcester, MA-CT",Worcester County,350029.46
1453,58371,1535,zip,MA,MA,Leominster,"Worcester, MA-CT",Worcester County,332618.87
1460,58372,9706,zip,MA,MA,Littleton,"Boston-Cambridge-Newton, MA-NH",Middlesex County,592603.06
1462,58373,9089,zip,MA,MA,Lunenburg,"Worcester, MA-CT",Worcester County,391712.49
1463,58374,9071,zip,MA,MA,Pepperell,"Boston-Cambridge-Newton, MA-NH",Middlesex County,453628.31
1464,58375,11637,zip,MA,MA,Shirley,"Boston-Cambridge-Newton, MA-NH",Middlesex County,419656.15
1468,58377,13507,zip,MA,MA,Templeton,"Worcester, MA-CT",Worcester County,299978.81
1469,58378,11328,zip,MA,MA,Townsend,"Boston-Cambridge-Newton, MA-NH",Middlesex County,374335.29
1473,58382,10611,zip,MA,MA,Westminster,"Worcester, MA-CT",Worcester County,391458.32
1474,58383,19307,zip,MA,MA,Townsend,"Boston-Cambridge-Newton, MA-NH",Middlesex County,374967.15
1475,58384,9705,zip,MA,MA,Winchendon,"Worcester, MA-CT",Worcester County,282108.38
1501,58386,7157,zip,MA,MA,Auburn,"Worcester, MA-CT",Worcester County,346604.21
1503,58387,15643,zip,MA,MA,Berlin,"Worcester, MA-CT",Worcester County,494414.3
1504,58388,10189,zip,MA,MA,Blackstone,"Worcester, MA-CT",Worcester County,362214.87
1505,58389,14237,zip,MA,MA,Boylston,"Worcester, MA-CT",Worcester County,455753.76
1506,58390,15452,zip,MA,MA,Brookfield,"Worcester, MA-CT",Worcester County,313718.01
1507,58391,8347,zip,MA,MA,Charlton,"Worcester, MA-CT",Worcester County,384638.41
1510,58394,7720,zip,MA,MA,Clinton,"Worcester, MA-CT",Worcester County,336831.78
1515,58395,18519,zip,MA,MA,East Brookfield,"Worcester, MA-CT",Worcester County,328809.95
1516,58396,10342,zip,MA,MA,Douglas,"Worcester, MA-CT",Worcester County,402342.68
1518,58398,15737,zip,MA,MA,Sturbridge,"Worcester, MA-CT",Worcester County,387224.21
1519,58399,11029,zip,MA,MA,Grafton,"Worcester, MA-CT",Worcester County,483695.89
1520,58400,7319,zip,MA,MA,Holden,"Worcester, MA-CT",Worcester County,414424.11
1521,58401,17094,zip,MA,MA,Holland,"Springfield, MA",Hampden County,265673.0
1522,58402,16082,zip,MA,MA,Holden,"Worcester, MA-CT",Worcester County,395342.28
1523,58403,11118,zip,MA,MA,Lancaster,"Worcester, MA-CT",Worcester County,434374.64
1524,58404,11643,zip,MA,MA,Leicester,"Worcester, MA-CT",Worcester County,343242.46
1527,58407,8219,zip,MA,MA,Millbury,"Worcester, MA-CT",Worcester County,368487.77
1529,58408,15925,zip,MA,MA,Millville,"Worcester, MA-CT",Worcester County,375316.53
1531,58409,22031,zip,MA,MA,New Braintree,"Worcester, MA-CT",Worcester County,350438.59
1532,58410,7568,zip,MA,MA,Northborough,"Worcester, MA-CT",Worcester County,509572.26
1534,58411,12030,zip,MA,MA,Northbridge,"Worcester, MA-CT",Worcester County,370725.48
1535,58412,13631,zip,MA,MA,North Brookfield,"Worcester, MA-CT",Worcester County,296854.13
1536,58413,11688,zip,MA,MA,Grafton,"Worcester, MA-CT",Worcester County,408467.58
1537,58414,18740,zip,MA,MA,Oxford,"Worcester, MA-CT",Worcester County,307922.68
1540,58416,9206,zip,MA,MA,Oxford,"Worcester, MA-CT",Worcester County,314378.23
1541,58417,15483,zip,MA,MA,Princeton,"Worcester, MA-CT",Worcester County,472155.86
1542,58418,17365,zip,MA,MA,Leicester,"Worcester, MA-CT",Worcester County,374339.0
1543,58419,10330,zip,MA,MA,Rutland,"Worcester, MA-CT",Worcester County,384852.48
1545,58420,2201,zip,MA,MA,Shrewsbury,"Worcester, MA-CT",Worcester County,506429.14
1550,58422,6927,zip,MA,MA,Southbridge,"Worcester, MA-CT",Worcester County,274363.84
1560,58423,13649,zip,MA,MA,Grafton,"Worcester, MA-CT",Worcester County,422029.51
1562,58425,8949,zip,MA,MA,Spencer,"Worcester, MA-CT",Worcester County,328753.71
1564,58426,10909,zip,MA,MA,Sterling,"Worcester, MA-CT",Worcester County,435954.23
1566,58427,11918,zip,MA,MA,Sturbridge,"Worcester, MA-CT",Worcester County,370721.31
1568,58428,10928,zip,MA,MA,Upton,"Worcester, MA-CT",Worcester County,533876.46
1569,58429,8146,zip,MA,MA,Uxbridge,"Worcester, MA-CT",Worcester County,391450.25
1570,58430,6883,zip,MA,MA,Webster,"Worcester, MA-CT",Worcester County,328323.02
1571,58431,8975,zip,MA,MA,Dudley,"Worcester, MA-CT",Worcester County,341411.32
1581,58433,5812,zip,MA,MA,Westborough,"Worcester, MA-CT",Worcester County,555943.59
1583,58435,10882,zip,MA,MA,West Boylston,"Worcester, MA-CT",Worcester County,380647.68
1585,58436,12100,zip,MA,MA,Warren,"Worcester, MA-CT",Worcester County,311015.65
1588,58438,9860,zip,MA,MA,Northbridge,"Worcester, MA-CT",Worcester County,317163.78
1590,58439,10137,zip,MA,MA,Sutton,"Worcester, MA-CT",Worcester County,457969.59
1602,58441,4518,zip,MA,MA,Worcester,"Worcester, MA-CT",Worcester County,333877.69
1603,58442,6114,zip,MA,MA,Worcester,"Worcester, MA-CT",Worcester County,292128.09
1604,58443,1957,zip,MA,MA,Worcester,"Worcester, MA-CT",Worcester County,310371.41
1605,58444,3493,zip,MA,MA,Worcester,"Worcester, MA-CT",Worcester County,328977.09
1606,58445,4998,zip,MA,MA,Worcester,"Worcester, MA-CT",Worcester County,330085.88
1607,58446,9065,zip,MA,MA,Worcester,"Worcester, MA-CT",Worcester County,281739.99
1608,58447,13557,zip,MA,MA,Worcester,"Worcester, MA-CT",Worcester County,117495.48
1609,58448,5841,zip,MA,MA,Worcester,"Worcester, MA-CT",Worcester County,397391.51
1610,58449,5013,zip,MA,MA,Worcester,"Worcester, MA-CT",Worcester County,258785.13
1611,58450,19645,zip,MA,MA,Leicester,"Worcester, MA-CT",Worcester County,310279.83
1612,58451,13164,zip,MA,MA,Paxton,"Worcester, MA-CT",Worcester County,403715.03
1701,58458,2743,zip,MA,MA,Framingham,"Boston-Cambridge-Newton, MA-NH",Middlesex County,552480.59
1702,58459,2376,zip,MA,MA,Framingham,"Boston-Cambridge-Newton, MA-NH",Middlesex County,429124.56
1718,58463,30490,zip,MA,MA,Acton,"Boston-Cambridge-Newton, MA-NH",Middlesex County,361524.36
1719,58464,12886,zip,MA,MA,Boxboro,"Boston-Cambridge-Newton, MA-NH",Middlesex County,561769.08
1720,58465,5131,zip,MA,MA,Acton,"Boston-Cambridge-Newton, MA-NH",Middlesex County,662683.22
1721,58466,6563,zip,MA,MA,Ashland,"Boston-Cambridge-Newton, MA-NH",Middlesex County,495386.95
1730,58467,8030,zip,MA,MA,Bedford,"Boston-Cambridge-Newton, MA-NH",Middlesex County,790485.57
1740,58469,12720,zip,MA,MA,Bolton,"Worcester, MA-CT",Worcester County,657541.69
1741,58470,13140,zip,MA,MA,Carlisle,"Boston-Cambridge-Newton, MA-NH",Middlesex County,967319.03
1742,58471,6659,zip,MA,MA,Concord,"Boston-Cambridge-Newton, MA-NH",Middlesex County,1029165.39
1746,58473,7839,zip,MA,MA,Holliston,"Boston-Cambridge-Newton, MA-NH",Middlesex County,558457.08
1747,58474,12247,zip,MA,MA,Hopedale,"Worcester, MA-CT",Worcester County,404527.11
1748,58475,6600,zip,MA,MA,Hopkinton,"Boston-Cambridge-Newton, MA-NH",Middlesex County,700843.97
1749,58476,6238,zip,MA,MA,Hudson,"Boston-Cambridge-Newton, MA-NH",Middlesex County,466608.12
1752,58477,1808,zip,MA,MA,Marlborough,"Boston-Cambridge-Newton, MA-NH",Middlesex County,448368.33
1754,58478,9484,zip,MA,MA,Maynard,"Boston-Cambridge-Newton, MA-NH",Middlesex County,463220.08
1756,58479,12175,zip,MA,MA,Mendon,"Worcester, MA-CT",Worcester County,519668.73
1757,58480,3630,zip,MA,MA,Milford,"Worcester, MA-CT",Worcester County,422584.51
1760,58481,2476,zip,MA,MA,Natick,"Boston-Cambridge-Newton, MA-NH",Middlesex County,684603.99
1770,58482,13897,zip,MA,MA,Sherborn,"Boston-Cambridge-Newton, MA-NH",Middlesex County,900229.5
1772,58483,9597,zip,MA,MA,Southborough,"Worcester, MA-CT",Worcester County,705085.28
1773,58484,12745,zip,MA,MA,Lincoln,"Boston-Cambridge-Newton, MA-NH",Middlesex County,1089313.05
1775,58485,11331,zip,MA,MA,Stow,"Boston-Cambridge-Newton, MA-NH",Middlesex County,612698.38
1776,58486,6513,zip,MA,MA,Sudbury,"Boston-Cambridge-Newton, MA-NH",Middlesex County,831100.05
1778,58487,8017,zip,MA,MA,Wayland,"Boston-Cambridge-Newton, MA-NH",Middlesex County,832797.93
1801,58489,1858,zip,MA,MA,Woburn,"Boston-Cambridge-Newton, MA-NH",Middlesex County,599294.76
1803,58490,4623,zip,MA,MA,Burlington,"Boston-Cambridge-Newton, MA-NH",Middlesex County,681511.49
1810,58495,2491,zip,MA,MA,Andover,"Boston-Cambridge-Newton, MA-NH",Essex County,720473.06
1821,58499,3315,zip,MA,MA,Billerica,"Boston-Cambridge-Newton, MA-NH",Middlesex County,539626.31
1824,58501,4356,zip,MA,MA,Chelmsford,"Boston-Cambridge-Newton, MA-NH",Middlesex County,539422.55
1826,58502,3159,zip,MA,MA,Dracut,"Boston-Cambridge-Newton, MA-NH",Middlesex County,436313.37
1827,58503,15573,zip,MA,MA,Dunstable,"Boston-Cambridge-Newton, MA-NH",Middlesex County,624585.47
1830,58504,4191,zip,MA,MA,Haverhill,"Boston-Cambridge-Newton, MA-NH",Essex County,416740.52
1832,58506,4870,zip,MA,MA,Haverhill,"Boston-Cambridge-Newton, MA-NH",Essex County,387004.45
1833,58507,10646,zip,MA,MA,Georgetown,"Boston-Cambridge-Newton, MA-NH",Essex County,582540.87
1834,58508,11743,zip,MA,MA,Groveland,"Boston-Cambridge-Newton, MA-NH",Essex County,534152.65
1835,58509,8076,zip,MA,MA,Haverhill,"Boston-Cambridge-Newton, MA-NH",Essex County,420628.45
1840,58510,11895,zip,MA,MA,Lawrence,"Boston-Cambridge-Newton, MA-NH",Essex County,272016.75
1841,58511,850,zip,MA,MA,Lawrence,"Boston-Cambridge-Newton, MA-NH",Essex County,348289.94
1843,58513,4327,zip,MA,MA,Lawrence,"Boston-Cambridge-Newton, MA-NH",Essex County,387513.03
1844,58514,822,zip,MA,MA,Methuen,"Boston-Cambridge-Newton, MA-NH",Essex County,460010.42
1845,58515,3125,zip,MA,MA,North Andover,"Boston-Cambridge-Newton, MA-NH",Essex County,618939.02
1850,58516,7333,zip,MA,MA,Lowell,"Boston-Cambridge-Newton, MA-NH",Middlesex County,334233.54
1851,58517,3172,zip,MA,MA,Lowell,"Boston-Cambridge-Newton, MA-NH",Middlesex County,389632.76
1852,58518,2297,zip,MA,MA,Lowell,"Boston-Cambridge-Newton, MA-NH",Middlesex County,352663.18
1854,58520,3991,zip,MA,MA,Lowell,"Boston-Cambridge-Newton, MA-NH",Middlesex County,356116.7
1860,58521,11705,zip,MA,MA,Merrimac,"Boston-Cambridge-Newton, MA-NH",Essex County,495055.1
1862,58522,9594,zip,MA,MA,Billerica,"Boston-Cambridge-Newton, MA-NH",Middlesex County,554172.73
1863,58523,10129,zip,MA,MA,Chelmsford,"Boston-Cambridge-Newton, MA-NH",Middlesex County,408103.21
1867,58527,4845,zip,MA,MA,Reading,"Boston-Cambridge-Newton, MA-NH",Middlesex County,681708.34
1876,58528,3394,zip,MA,MA,Tewksbury,"Boston-Cambridge-Newton, MA-NH",Middlesex County,512637.86
1879,58529,8819,zip,MA,MA,Tyngsboro,"Boston-Cambridge-Newton, MA-NH",Middlesex County,484445.04
1880,58530,4367,zip,MA,MA,Wakefield,"Boston-Cambridge-Newton, MA-NH",Middlesex County,643634.44
1886,58532,5004,zip,MA,MA,Westford,"Boston-Cambridge-Newton, MA-NH",Middlesex County,642096.25
1887,58533,5295,zip,MA,MA,Wilmington,"Boston-Cambridge-Newton, MA-NH",Middlesex County,607866.8
1890,58536,5309,zip,MA,MA,Winchester,"Boston-Cambridge-Newton, MA-NH",Middlesex County,1164875.84
1901,58538,14673,zip,MA,MA,Lynn,"Boston-Cambridge-Newton, MA-NH",Essex County,380004.66
1902,58539,1090,zip,MA,MA,Lynn,"Boston-Cambridge-Newton, MA-NH",Essex County,420514.95
1904,58541,6017,zip,MA,MA,Lynn,"Boston-Cambridge-Newton, MA-NH",Essex County,495337.24
1905,58542,4590,zip,MA,MA,Lynn,"Boston-Cambridge-Newton, MA-NH",Essex County,444685.78
1906,58543,3846,zip,MA,MA,Saugus,"Boston-Cambridge-Newton, MA-NH",Essex County,552983.63
1907,58544,7887,zip,MA,MA,Swampscott,"Boston-Cambridge-Newton, MA-NH",Essex County,640659.8
1908,58545,15607,zip,MA,MA,Nahant,"Boston-Cambridge-Newton, MA-NH",Essex County,693406.2
1913,58547,6987,zip,MA,MA,Amesbury,"Boston-Cambridge-Newton, MA-NH",Essex County,465724.83
1915,58548,1756,zip,MA,MA,Beverly,"Boston-Cambridge-Newton, MA-NH",Essex County,586626.07
1921,58549,10885,zip,MA,MA,Boxford,"Boston-Cambridge-Newton, MA-NH",Essex County,801413.47
1922,58550,16689,zip,MA,MA,Newbury,"Boston-Cambridge-Newton, MA-NH",Essex County,647655.8
1923,58551,4123,zip,MA,MA,Danvers,"Boston-Cambridge-Newton, MA-NH",Essex County,571742.26
1929,58552,14923,zip,MA,MA,Essex,"Boston-Cambridge-Newton, MA-NH",Essex County,661498.01
1930,58553,3667,zip,MA,MA,Gloucester,"Boston-Cambridge-Newton, MA-NH",Essex County,553320.3
1938,58557,8377,zip,MA,MA,Ipswich,"Boston-Cambridge-Newton, MA-NH",Essex County,634900.19
1940,58558,8575,zip,MA,MA,Lynnfield,"Boston-Cambridge-Newton, MA-NH",Essex County,804605.19
1944,58559,12436,zip,MA,MA,Manchester,"Boston-Cambridge-Newton, MA-NH",Essex County,939013.27
1945,58560,6443,zip,MA,MA,Marblehead,"Boston-Cambridge-Newton, MA-NH",Essex County,792172.95
1949,58561,9933,zip,MA,MA,Middleton,"Boston-Cambridge-Newton, MA-NH",Essex County,680093.99
1950,58562,6739,zip,MA,MA,Newburyport,"Boston-Cambridge-Newton, MA-NH",Essex County,670881.57
1951,58563,14314,zip,MA,MA,Newbury,"Boston-Cambridge-Newton, MA-NH",Essex County,681744.52
1952,58564,10201,zip,MA,MA,Salisbury,"Boston-Cambridge-Newton, MA-NH",Essex County,479028.46
1960,58565,733,zip,MA,MA,Peabody,"Boston-Cambridge-Newton, MA-NH",Essex County,556154.8
1966,58568,11555,zip,MA,MA,Rockport,"Boston-Cambridge-Newton, MA-NH",Essex County,662249.97
1969,58569,12146,zip,MA,MA,Rowley,"Boston-Cambridge-Newton, MA-NH",Essex County,600373.89
1970,58570,1439,zip,MA,MA,Salem,"Boston-Cambridge-Newton, MA-NH",Essex County,480436.13
1982,58572,11306,zip,MA,MA,Hamilton,"Boston-Cambridge-Newton, MA-NH",Essex County,674717.69
1983,58573,11871,zip,MA,MA,Topsfield,"Boston-Cambridge-Newton, MA-NH",Essex County,731447.58
1984,58574,13263,zip,MA,MA,Wenham,"Boston-Cambridge-Newton, MA-NH",Essex County,731090.66
1985,58575,13721,zip,MA,MA,West Newbury,"Boston-Cambridge-Newton, MA-NH",Essex County,690797.3
2019,58577,7123,zip,MA,MA,Bellingham,"Boston-Cambridge-Newton, MA-NH",Norfolk County,418464.46
2021,58579,5054,zip,MA,MA,Canton,"Boston-Cambridge-Newton, MA-NH",Norfolk County,627172.95
2025,58580,11669,zip,MA,MA,Cohasset,"Boston-Cambridge-Newton, MA-NH",Norfolk County,992175.75
2026,58581,4832,zip,MA,MA,Dedham,"Boston-Cambridge-Newton, MA-NH",Norfolk County,611806.85
2030,58583,12464,zip,MA,MA,Dover,"Boston-Cambridge-Newton, MA-NH",Norfolk County,1298186.47
2032,58585,13633,zip,MA,MA,Walpole,"Boston-Cambridge-Newton, MA-NH",Norfolk County,627586.83
2035,58586,6571,zip,MA,MA,Foxborough,"Boston-Cambridge-Newton, MA-NH",Norfolk County,564966.08
2038,58587,3041,zip,MA,MA,Franklin,"Boston-Cambridge-Newton, MA-NH",Norfolk County,534066.17
2043,58590,5228,zip,MA,MA,Hingham,"Boston-Cambridge-Newton, MA-NH",Plymouth County,946424.99
2045,58592,14487,zip,MA,MA,Hull,"Boston-Cambridge-Newton, MA-NH",Plymouth County,538169.72
2048,58594,5156,zip,MA,MA,Mansfield,"Providence-Warwick, RI-MA",Bristol County,521042.76
2050,58595,4773,zip,MA,MA,Marshfield,"Boston-Cambridge-Newton, MA-NH",Plymouth County,572825.85
